지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균지면온도(°C)
104,북강릉,Dec-24,3,40,16.1,1.5,2.4,0.2
104,북강릉,Jan-25,1.1,47,17.8,1.7,2.9,-0.8
104,북강릉,Feb-25,1.1,36,0,1.9,1.6,0.7
104,북강릉,Mar-25,7.2,59,117.7,1.6,4.9,6.3
104,북강릉,Apr-25,12.7,57,27.3,2.1,4.4,14.3
104,북강릉,May-25,17.1,65,58,1.9,5.4,19.4
104,북강릉,Jun-25,23.7,67,17,1.7,6,28.2
104,북강릉,Jul-25,27.3,77,131.9,1.6,5.8,32.2
104,북강릉,Aug-25,27.3,78,42.5,1.5,5.5,30.6
104,북강릉,Sep-25,22,84,376.3,1.5,6.8,24.1
104,북강릉,Oct-25,15,89,545.2,1.5,7.8,16.4
104,북강릉,Nov-25,9.8,55,15.3,1.9,2.3,7.7
104,북강릉,Dec-25,3.7,50,8.4,2.2,3,1.6
104,북강릉,Jan-26,-1.1,39,3.7,2.4,1.9,-2
104,북강릉,Feb-26,4.2,48,25.8,2.2,3.4,2.4
104,북강릉,Mar-26,6.7,72,93.3,1.7,5,7.9
104,북강릉,Apr-26,13.7,62,30.9,1.9,4.5,15.5
104,북강릉,May-26,,,34.9,,,
105,강릉,May-22,20.3,48,5.8,2.6,4.4,22.2
105,강릉,Jun-22,23.6,71,186,1.9,6.4,25
105,강릉,Jul-22,26.3,80,227.9,1.4,6.8,27.3
105,강릉,Aug-22,26.6,75,307.5,1.7,7.1,26.3
105,강릉,Sep-22,21.8,73,202.5,1.8,5.8,22.5
105,강릉,Oct-22,15.3,70,293.2,2,6,14.9
105,강릉,Nov-22,12.7,55,62.3,2.2,4,10.2
105,강릉,Dec-22,1.5,41,,3.1,3.3,0.8
105,강릉,Jan-23,2.4,44,77.9,2.6,3.6,1.5
105,강릉,Feb-23,5.2,54,38.5,2.3,4.6,3
105,강릉,Mar-23,12.1,50,8.8,2.3,4.1,10.6
105,강릉,Apr-23,15.3,54,33.4,2.6,4.8,15.2
105,강릉,May-23,20.3,59,91.1,2.1,5.9,22.3
105,강릉,Jun-23,23.2,66,160,2,5.6,26.8
105,강릉,Jul-23,27.5,72,104.7,1.8,6.4,28.4
105,강릉,Aug-23,26.2,80,520.8,1.6,6.6,28.1
105,강릉,Sep-23,22.4,80,236.8,1.7,6.1,23.5
105,강릉,Oct-23,17,59,26.1,2.4,3.9,17.9
105,강릉,Nov-23,10.5,48,41,2.9,3.4,10.4
105,강릉,Dec-23,3.6,56,229.2,2.7,3.8,2.3
105,강릉,Jan-24,2.2,54,46.8,2.6,3.5,0.9
105,강릉,Feb-24,3.6,75,175.3,1.8,6.5,2.6
105,강릉,Mar-24,7,58,66,2.3,4.4,7.9
105,강릉,Apr-24,15.8,60,41.9,1.9,4.6,16.6
105,강릉,May-24,19.5,56,76.8,2.4,4.3,
105,강릉,Jun-24,24.3,65,93.8,1.8,4.3,
105,강릉,Jul-24,27.9,72,115.7,2.4,6.8,28.3
105,강릉,Aug-24,28.7,73,87.2,1.9,4.3,35.1
105,강릉,Sep-24,23.1,83,479.5,1.7,6.6,24.2
105,강릉,Oct-24,16.7,74,167.4,1.9,5.8,16.1
105,강릉,Nov-24,11.5,64,32.9,2.2,4.7,9.6
105,강릉,Dec-24,3.8,42,16.9,2.8,2.5,0.5
105,강릉,Jan-25,1.9,49,16.5,2.8,3.1,-0.6
105,강릉,Feb-25,1.8,38,,3.1,1.6,0.3
105,강릉,Mar-25,8,60,119.8,2.3,5,6.5
105,강릉,Apr-25,13.9,56,26.2,2.2,4.2,15.1
105,강릉,May-25,18.3,62,53.8,2.2,5.1,21.2
105,강릉,Jun-25,25,62,18.6,2.1,5.6,29.2
105,강릉,Jul-25,28.8,67,128.2,2.1,5.3,32.4
105,강릉,Aug-25,29,67,41.1,1.9,5.6,31.8
105,강릉,Sep-25,23.3,74,339.8,1.7,6.8,24.1
105,강릉,Oct-25,16,82,486.2,1.5,7.4,16.1
105,강릉,Nov-25,11.2,49,17.3,2.5,2.2,8.4
105,강릉,Dec-25,4.9,45,8.7,2.7,3.1,2.4
105,강릉,Jan-26,0.2,35,3.7,3,1.9,-1.4
105,강릉,Feb-26,5.4,44,23.1,2.8,3.5,3.6
105,강릉,Mar-26,7.8,64,110.2,1.8,4.5,7.8
105,강릉,Apr-26,15,54,31.9,2.2,4.4,16.3
105,강릉,May-26,,,39,,,
106,동해,May-22,18.3,56,4.4,2,4.1,22.7
106,동해,Jun-22,21.1,80,118,1.8,6.4,25.3
106,동해,Jul-22,23.9,92,159.7,1.4,6.7,28.4
106,동해,Aug-22,24.4,85,237.2,1.2,7.1,27.2
106,동해,Sep-22,20.2,81,116.9,2,5.9,23.6
106,동해,Oct-22,14.5,75,260.4,1.9,5.8,16
106,동해,Nov-22,12.1,58,55.7,1.8,4.1,10.7
106,동해,Dec-22,2.3,37,0.4,2.4,3.2,-0.1
106,동해,Jan-23,2.8,42,63.7,2.2,3.5,0.7
106,동해,Feb-23,4.6,56,70.7,2,4.8,2.8
106,동해,Mar-23,10.6,55,9.4,2,4.1,11.3
106,동해,Apr-23,14,58,11.4,2.4,4.6,17.8
106,동해,May-23,17.4,69,73.6,1.8,5.6,23.8
106,동해,Jun-23,21.5,77,111.6,1.7,5.7,28.6
106,동해,Jul-23,24.7,87,75.4,1.3,6.5,30.3
106,동해,Aug-23,24.8,89,392.8,1.6,6.5,30.4
106,동해,Sep-23,21.7,87,261.2,1.6,5.9,25.2
106,동해,Oct-23,16.1,65,31.2,1.9,3.9,15.4
106,동해,Nov-23,10.5,49,74.6,2.1,3.3,8.4
106,동해,Dec-23,4.3,55,181.2,2.1,3.8,1.8
106,동해,Jan-24,2.8,54,55.2,1.9,3.6,0.6
106,동해,Feb-24,4,77,153.6,1.8,6.6,2.9
106,동해,Mar-24,7.2,61,71.2,2.1,4.6,6.8
106,동해,Apr-24,14.3,67,33.6,2.4,4.8,16.2
106,동해,May-24,17.9,62,57.9,2.5,4.4,22.8
106,동해,Jun-24,22.1,73,81.7,2,4.3,27.9
106,동해,Jul-24,26.6,78,135.3,1.9,6.8,29
106,동해,Aug-24,27.5,81,72.7,1.9,4.3,32.4
106,동해,Sep-24,22.9,86,413.4,2.3,6.7,25
106,동해,Oct-24,16.2,79,122.4,2.3,5.9,16.6
106,동해,Nov-24,11.2,67,64.5,2.5,5,9.7
106,동해,Dec-24,3.9,39,13.5,3,2.5,1
106,동해,Jan-25,1.9,45,25.7,3,3,0.2
106,동해,Feb-25,1.7,35,0.3,3.2,1.6,2.6
106,동해,Mar-25,7.7,60,86.7,3.2,5.1,8.6
106,동해,Apr-25,12.6,60,23.5,2.8,4.4,16.9
106,동해,May-25,16.8,68,39,2.5,5.4,21.6
106,동해,Jun-25,22.7,70,17.7,1.9,5.7,28.1
106,동해,Jul-25,26.9,75,80.1,1.8,5.2,33.7
106,동해,Aug-25,27.4,75,34.7,1.8,5.7,32
106,동해,Sep-25,22.4,81,220.3,1.9,7.2,25.3
106,동해,Oct-25,15.8,85,497.4,2.2,7.4,16.6
106,동해,Nov-25,10.5,53,15,2.5,2.3,7.8
106,동해,Dec-25,4.8,44,15.1,2.7,3.4,2
106,동해,Jan-26,0.4,34,10.6,3.3,2,-1.6
106,동해,Feb-26,5,44,20.6,2.7,3.7,3.3
106,동해,Mar-26,7.4,68,79.2,2.8,4.4,8.6
106,동해,Apr-26,13.8,61,27,2.5,4.4,16.8
106,동해,May-26,,,11.7,,,
108,서울,May-22,19.1,55,7.5,2.6,3.9,25.2
108,서울,Jun-22,23.3,73,393.8,2.5,6.9,25.8
108,서울,Jul-22,27.3,77,252.3,2.1,6.9,29.1
108,서울,Aug-22,25.7,80,564.8,2.3,7.3,26.8
108,서울,Sep-22,22.4,68,201.5,2.4,5.1,24
108,서울,Oct-22,14.6,69,124.1,2.2,4.2,15.7
108,서울,Nov-22,10,65,84.5,2.1,3.7,9.5
108,서울,Dec-22,-2.8,59,13.6,2.3,3.4,-1.8
108,서울,Jan-23,-1.5,63,47.9,2.4,3.6,-1.2
108,서울,Feb-23,2.3,59,1,2.3,3.5,2
108,서울,Mar-23,9.8,51,10.5,2.3,3.4,9.9
108,서울,Apr-23,13.8,60,96.9,2.5,5.4,15.6
108,서울,May-23,19.5,63,155.6,2.3,5.3,23.2
108,서울,Jun-23,23.4,73,195.6,2.2,5.7,26.5
108,서울,Jul-23,26.7,81,459.9,2.1,6.7,28.2
108,서울,Aug-23,27.2,76,298.1,2.2,6.5,29.2
108,서울,Sep-23,23.7,74,134.5,2,6.2,25.4
108,서울,Oct-23,15.8,67,31,1.9,3.7,16.1
108,서울,Nov-23,6.8,65,81.9,2.6,3.8,7
108,서울,Dec-23,1.1,69,85.9,2.4,4.4,1
108,서울,Jan-24,-0.5,67,18.9,2.3,3.9,-0.1
108,서울,Feb-24,3.8,73,74.7,2.5,6,3.3
108,서울,Mar-24,7,57,29.9,2.7,4.1,7.4
108,서울,Apr-24,16.3,56,33.2,2.4,4.8,17.9
108,서울,May-24,18.5,63,125.1,2.4,4.2,22.4
108,서울,Jun-24,24.6,61,115.9,2.2,4.2,30
108,서울,Jul-24,26.6,81,557.3,2.5,7.9,27.5
108,서울,Aug-24,29.3,73,72.8,2.1,4.9,31.2
108,서울,Sep-24,25.5,72,143.9,2.3,5.2,26.2
108,서울,Oct-24,16.7,70,74,2,4.7,17.7
108,서울,Nov-24,9.7,63,60,2,4,8.9
108,서울,Dec-24,0.8,56,5.7,2.2,2.9,-0.4
108,서울,Jan-25,-0.4,61,19.5,2.3,3.8,-1.1
108,서울,Feb-25,-1.2,56,5.2,2.6,1.9,-0.2
108,서울,Mar-25,8,56,38.2,2.8,4.6,7.8
108,서울,Apr-25,13.4,61,94.6,2.5,4,15.1
108,서울,May-25,17.8,67,123.6,2.3,5.3,20.1
108,서울,Jun-25,24,68,98.1,2.3,6,27.6
108,서울,Jul-25,28.8,72,293.9,2.3,6,30.2
108,서울,Aug-25,28.2,76,290.3,2.3,6.3,28.9
108,서울,Sep-25,23.5,76,370.7,2,6.4,23.5
108,서울,Oct-25,16.5,76,186.3,2.3,6.6,16.6
108,서울,Nov-25,9,61,20.8,2.1,3.1,8.1
108,서울,Dec-25,1.2,61,41.2,2.3,3.8,1
108,서울,Jan-26,-3.6,52,7.6,2.5,2.6,-2.4
108,서울,Feb-26,2.7,54,3.2,2.3,3.5,1.8
108,서울,Mar-26,8.2,55,43.9,2.4,4,9.4
108,서울,Apr-26,15,51,29.8,2.4,4.5,18.5
108,서울,May-26,,,18,,,
112,인천,May-22,17.1,62,5.4,2.9,4,23.2
112,인천,Jun-22,21.9,77,286,3,7.2,25.9
112,인천,Jul-22,26.2,79,215.2,2.5,6.6,29.6
112,인천,Aug-22,24.9,82,635.9,2.8,7,27
112,인천,Sep-22,22,69,167.8,2.6,5.4,22.8
112,인천,Oct-22,14.4,67,102.1,2.6,4.1,15
112,인천,Nov-22,10.2,64,81.3,2.7,4,9.7
112,인천,Dec-22,-2.6,56,14,3,3.6,-0.9
112,인천,Jan-23,-1.6,62,47.2,2.9,3.6,-0.7
112,인천,Feb-23,1.6,62,0.5,2.8,3.5,2
112,인천,Mar-23,8.1,57,10,2.9,3.9,9.3
112,인천,Apr-23,12.7,61,70.4,3.1,5.3,14.5
112,인천,May-23,18,67,133.8,2.4,5.4,20.3
112,인천,Jun-23,21.8,77,116.2,2.2,5.7,25.1
112,인천,Jul-23,25.7,84,370.8,2.4,6.7,27.6
112,인천,Aug-23,26.6,80,297.5,2.1,6.2,28
112,인천,Sep-23,23.5,75,129.2,1.6,6.1,24.7
112,인천,Oct-23,16.3,65,16.8,2.3,3.7,17.2
112,인천,Nov-23,6.9,66,63.1,3.3,4.2,8.1
112,인천,Dec-23,1.2,69,75.9,3,4.6,2.3
112,인천,Jan-24,-0.6,67,16.3,3,4,0.4
112,인천,Feb-24,3.3,74,63.8,2.9,5.8,3.7
112,인천,Mar-24,6.3,62,19.2,3.3,4,7.4
112,인천,Apr-24,14.6,64,35.3,2.4,5,16.3
112,인천,May-24,16.9,73,122.6,2.6,4.5,19.6
112,인천,Jun-24,22.7,71,101.8,2.4,4.1,27.6
112,인천,Jul-24,25.7,87,342.9,3,7.7,27.2
112,인천,Aug-24,28.8,78,86.7,2.2,4.4,30.8
112,인천,Sep-24,25.4,75,122.9,2.3,5.4,26.8
112,인천,Oct-24,17,70,82.1,2.2,4.5,17.6
112,인천,Nov-24,9.9,63,62.2,2.6,3.9,9.5
112,인천,Dec-24,0.9,57,5,2.8,3,1.2
112,인천,Jan-25,-0.6,63,19.6,2.8,3.7,0
112,인천,Feb-25,-1.4,60,3.5,3.2,1.9,0
112,인천,Mar-25,6.7,62,26.5,3.3,4.4,7.5
112,인천,Apr-25,11.9,70,106.2,3,4.1,13.4
112,인천,May-25,16.5,73,98.2,2.6,5.4,18.7
112,인천,Jun-25,22,79,147.9,2.4,6.3,25.3
112,인천,Jul-25,27.4,81,260.1,2.4,5.9,29.7
112,인천,Aug-25,27.4,85,310.2,2.5,6.1,29.4
112,인천,Sep-25,23.5,79,293.9,2.2,6.4,24.8
112,인천,Oct-25,16.4,77,157.7,2.5,6.5,18.1
112,인천,Nov-25,9.2,64,16.8,2.7,3,9.2
112,인천,Dec-25,1.4,64,38,3.1,3.5,2.4
112,인천,Jan-26,-3.6,55,4,3.2,2.7,-1.5
112,인천,Feb-26,2.1,59,1.5,2.8,3.8,2.7
112,인천,Mar-26,6.7,64,36.1,2.5,4.7,8.5
112,인천,Apr-26,13.1,64,28.2,2.6,5,15.3
112,인천,May-26,,,9.3,,,
114,원주,May-22,18.3,51,11,1.3,4.4,23.2
114,원주,Jun-22,23,64,226.7,1.3,6.5,27.3
114,원주,Jul-22,26.2,74,238.9,1.1,6.6,29.2
114,원주,Aug-22,24.9,77,512.3,1,7.3,27.5
114,원주,Sep-22,20.9,68,118.3,1.1,6,24
114,원주,Oct-22,13.2,71,95.2,0.8,5,15.1
114,원주,Nov-22,8.5,66,54.6,0.7,4.1,8.1
114,원주,Dec-22,-3.7,63,6.1,0.9,4,-0.2
114,원주,Jan-23,-2.3,64,28,0.9,3.3,-1.1
114,원주,Feb-23,1.9,55,0,0.9,3.4,1.3
114,원주,Mar-23,9.5,45,13.8,1.1,3.6,9.5
114,원주,Apr-23,13.5,53,39.1,1.3,5.2,14.6
114,원주,May-23,18.6,58,130.7,1.1,5.5,22.3
114,원주,Jun-23,23.1,65,140,1.1,5.7,28.4
114,원주,Jul-23,25.9,77,463.3,1,6.7,28.7
114,원주,Aug-23,26.7,74,233,1,6.6,28.8
114,원주,Sep-23,22.7,75,158.6,0.8,6,25
114,원주,Oct-23,13.9,72,37.8,0.7,4.4,14.5
114,원주,Nov-23,6.9,61,66.7,1.1,3.6,6.1
114,원주,Dec-23,1,68,80.7,1,4.2,0.2
114,원주,Jan-24,-0.2,66,12.4,0.9,3.7,-0.8
114,원주,Feb-24,4.1,69,62.4,1,6.4,3.1
114,원주,Mar-24,7.1,54,42.1,1.3,4.5,7
114,원주,Apr-24,16.4,54,41.4,1.1,5.1,17.4
114,원주,May-24,18.6,59,97.8,1.2,4.2,21.6
114,원주,Jun-24,23.9,60,125,1.1,4.6,27.7
114,원주,Jul-24,26.6,76,490.7,1.2,7.4,27.8
114,원주,Aug-24,28.3,72,106.5,1,4.8,30.8
114,원주,Sep-24,24.5,73,219.3,0.9,5.9,27
114,원주,Oct-24,15.7,75,116.2,0.6,5.5,17.2
114,원주,Nov-24,9.1,70,57.2,0.6,4.5,8.7
114,원주,Dec-24,0.3,58,3.5,0.9,3.6,0
114,원주,Jan-25,-1.3,63,12,0.8,4.3,-1.5
114,원주,Feb-25,-1.4,53,3.5,1.2,2.9,-0.2
114,원주,Mar-25,8,53,31.2,1.2,5.3,7.1
114,원주,Apr-25,13.3,56,72.3,1.7,4.1,15.9
114,원주,May-25,17.3,66,64.1,1.5,5.5,19.8
114,원주,Jun-25,23.8,69,139.2,1.5,6,28.1
114,원주,Jul-25,27.7,74,235.4,1.4,5.6,31.3
114,원주,Aug-25,27.5,76,110.9,1.3,6.2,30.5
114,원주,Sep-25,22.4,79,274.2,1.2,7.1,24.6
114,원주,Oct-25,15.9,79,155.9,1.1,6.8,17.1
114,원주,Nov-25,7.1,66,15.1,1.1,3,7.1
114,원주,Dec-25,0,68,40.6,1.2,4.5,0.5
114,원주,Jan-26,-4.2,54,9.6,1.5,3.5,-3.4
114,원주,Feb-26,1.2,59,4.1,1.3,3.8,1
114,원주,Mar-26,7.2,57,35.7,1.4,4,7.7
114,원주,Apr-26,14.1,54,42.2,1.4,5,16.2
114,원주,May-26,,,17.2,,,
115,울릉도,May-22,17.9,60,5,3.7,3.6,23.5
115,울릉도,Jun-22,20.5,85,164.3,4.4,6.2,24
115,울릉도,Jul-22,24.5,90,152.8,2.5,7.1,26.5
115,울릉도,Aug-22,24.9,84,167.9,4,6.8,25.8
115,울릉도,Sep-22,20.7,82,73.6,3.6,6.1,21.6
115,울릉도,Oct-22,14.8,76,265,4,5.8,14.7
115,울릉도,Nov-22,12.7,70,70.9,3.3,4.9,11.4
115,울릉도,Dec-22,2.9,66,108.9,3.7,7.4,2.1
115,울릉도,Jan-23,2.6,69,186.5,3.7,6.6,2.3
115,울릉도,Feb-23,3.9,69,43.2,4,5.9,3.2
115,울릉도,Mar-23,9.9,70,46.9,4.1,4.5,10.3
115,울릉도,Apr-23,12.6,71,68.9,4.4,4.8,14.5
115,울릉도,May-23,17.1,71,152.6,4.7,5.9,20.3
115,울릉도,Jun-23,21.8,79,125.3,3.6,5.9,24.8
115,울릉도,Jul-23,24.9,86,222.5,4.3,6.4,26.9
115,울릉도,Aug-23,26.8,90,41.1,2.6,6.7,30.4
115,울릉도,Sep-23,22.3,86,292,3.7,6.7,23.4
115,울릉도,Oct-23,16.8,66,49.1,3.3,4.4,15.8
115,울릉도,Nov-23,11.2,69,115.5,4.6,5.6,9.3
115,울릉도,Dec-23,5.3,73,183.8,3.9,6.5,4.1
115,울릉도,Jan-24,3.3,74,135.7,4.2,6.1,2.2
115,울릉도,Feb-24,4.1,79,95.7,5.3,6.9,3.4
115,울릉도,Mar-24,6.7,69,89.9,4.6,5.1,6.8
115,울릉도,Apr-24,13.8,76,45.2,4.2,5,15.8
115,울릉도,May-24,16.5,72,84.3,4.8,4.3,19.7
115,울릉도,Jun-24,21.7,81,86.9,3.6,5,25.9
115,울릉도,Jul-24,25.5,89,208.2,5.2,6.7,27.7
115,울릉도,Aug-24,27.1,87,33.7,3.2,4.5,33.7
115,울릉도,Sep-24,23.8,87,543.4,3.6,6,25.4
115,울릉도,Oct-24,17.7,80,227.2,3.8,6.2,17.5
115,울릉도,Nov-24,11.6,78,264.6,4.1,6.3,10.8
115,울릉도,Dec-24,4.8,67,138.8,3.7,6.6,3.1
115,울릉도,Jan-25,3,70,97.5,3.7,6.3,1.3
115,울릉도,Feb-25,1.8,71,112.2,3.8,5.7,1
115,울릉도,Mar-25,7.1,71,91.5,5,5.3,
115,울릉도,Apr-25,12.1,72,77,4.9,4.4,16.5
115,울릉도,May-25,16,74,88.4,4.6,4.9,21.3
115,울릉도,Jun-25,22,77,162.2,3.8,6,26.3
115,울릉도,Jul-25,26.7,79,168.3,4.1,4.9,31.5
115,울릉도,Aug-25,27.4,79,22.4,3.2,5.3,31.6
115,울릉도,Sep-25,23.3,80,265.9,3.8,6.6,25.4
115,울릉도,Oct-25,16.7,80,298.4,3.9,7.5,16.7
115,울릉도,Nov-25,11.9,65,77,3.6,4.4,10.5
115,울릉도,Dec-25,5.9,69,208.1,4.2,6.3,5
115,울릉도,Jan-26,1.4,66,103.6,3.5,6.4,1.5
115,울릉도,Feb-26,4.7,66,57.3,4.2,4.9,3.7
115,울릉도,Mar-26,7.3,75,70.8,3.5,5.4,9
115,울릉도,Apr-26,13.5,69,114.7,4,5,15.6
115,울릉도,May-26,,,56.9,,,
119,수원,May-22,18.1,60,13.4,2.3,3.8,22.1
119,수원,Jun-22,23.1,69,472.1,2.3,6.7,25.4
119,수원,Jul-22,27.1,79,243,1.9,6.5,28.8
119,수원,Aug-22,25.5,85,640.8,1.9,7.1,27
119,수원,Sep-22,22.1,72,190.1,1.8,5.2,23.4
119,수원,Oct-22,14.3,71,108.5,1.7,3.9,15.1
119,수원,Nov-22,9.5,69,51.4,1.5,3.5,9.1
119,수원,Dec-22,-3.9,71,19.7,1.8,3.3,-0.8
119,수원,Jan-23,-2.1,67,38.9,1.8,3.4,-0.9
119,수원,Feb-23,1.6,63,0.7,1.7,3.4,2.6
119,수원,Mar-23,8.5,55,5.5,1.9,3.2,11.1
119,수원,Apr-23,13,61,67.4,2.2,5.1,16
119,수원,May-23,18.3,66,120.3,1.9,5.3,21.5
119,수원,Jun-23,22.4,74,131.5,2,5.5,27
119,수원,Jul-23,25.9,83,490.5,2,6.7,27.6
119,수원,Aug-23,26.7,78,200.7,1.9,6.2,30
119,수원,Sep-23,23.1,77,135.6,1.6,6.1,25.4
119,수원,Oct-23,14.9,72,35.8,1.5,3.9,17.3
119,수원,Nov-23,6.7,67,99,2.2,4,7.9
119,수원,Dec-23,1.1,71,83.5,1.8,4.8,1.5
119,수원,Jan-24,-0.6,68,21.2,1.8,4.2,0.1
119,수원,Feb-24,3.4,76,74.8,1.9,6.2,3.3
119,수원,Mar-24,6.5,64,30.2,2.3,4.1,8.3
119,수원,Apr-24,15,64,55,1.8,5.1,17.3
119,수원,May-24,17.2,68,109.4,2.1,4.2,21.3
119,수원,Jun-24,22.9,67,137.5,1.9,4.4,28.6
119,수원,Jul-24,26.1,82,403.3,2.3,7.7,27.5
119,수원,Aug-24,28.4,77,127.6,1.7,4.7,31.7
119,수원,Sep-24,25.1,74,219.4,1.8,5.6,28
119,수원,Oct-24,16.1,73,97.2,1.6,4.7,18
119,수원,Nov-24,9,67,98.1,1.6,4,9.8
119,수원,Dec-24,0.2,61,4.5,1.7,3.3,0.8
119,수원,Jan-25,-1.1,63,20.5,1.7,4,-0.2
119,수원,Feb-25,-1.7,57,5.4,2.2,2.1,0.4
119,수원,Mar-25,7.2,60,37.5,2.4,4.7,9
119,수원,Apr-25,12.4,65,64.9,2.2,4.1,15.3
119,수원,May-25,16.7,71,74.3,2,5.5,19
119,수원,Jun-25,22.8,73,78.2,2,6.1,26.6
119,수원,Jul-25,27.6,74,208.6,2,5.5,30.7
119,수원,Aug-25,27.3,79,169.7,1.9,6.1,30.4
119,수원,Sep-25,22.8,78,369.5,1.7,6.5,24.8
119,수원,Oct-25,16.3,75,167.3,1.8,6.5,17.6
119,수원,Nov-25,8.3,65,23,1.8,3.3,8.7
119,수원,Dec-25,1.2,62,46.4,1.9,3.8,1.7
119,수원,Jan-26,-3.6,53,4.3,2.3,2.8,-2.2
119,수원,Feb-26,1.8,59,2.8,1.9,3.5,2.9
119,수원,Mar-26,6.9,64,44.1,1.9,4.3,9.4
119,수원,Apr-26,13.3,58,30.9,2,4.7,17.1
119,수원,May-26,,,13.1,,,
121,영월,May-22,17.3,55,10.5,1.2,4.3,22.5
121,영월,Jun-22,22.1,69,194.8,1.2,6.4,26.2
121,영월,Jul-22,25.1,81,274.3,0.9,6.7,28.8
121,영월,Aug-22,23.7,86,442.4,0.7,7.5,26.5
121,영월,Sep-22,19.5,77,115.8,1,6.6,23.3
121,영월,Oct-22,12.3,78,78.3,0.8,6,15.1
121,영월,Nov-22,7.5,71,53.9,0.7,3.8,8.3
121,영월,Dec-22,-4.2,67,14.4,0.9,3.6,-0.1
121,영월,Jan-23,-2.8,67,28.1,0.9,3.2,-1.1
121,영월,Feb-23,1.4,57,3,1,3.9,1.5
121,영월,Mar-23,8.7,48,16.7,1.1,3.4,9.7
121,영월,Apr-23,12.4,57,52.3,1.4,5.1,14.3
121,영월,May-23,17.4,64,119.2,1.1,5.6,22.1
121,영월,Jun-23,21.9,72,180.8,1,6,27.6
121,영월,Jul-23,24.7,85,491.5,0.7,7,28.6
121,영월,Aug-23,25.4,80,290.1,1,6.8,29.9
121,영월,Sep-23,21.3,81,166.8,0.8,6.3,24.4
121,영월,Oct-23,12.5,80,21.2,0.7,4.9,14.4
121,영월,Nov-23,5.9,65,37.3,1.2,3.7,4.9
121,영월,Dec-23,0,69,100.5,1,4,-1.3
121,영월,Jan-24,-0.6,67,21.1,1.1,3.6,-2.4
121,영월,Feb-24,3,73,66.4,1,6.5,1.7
121,영월,Mar-24,6.3,56,45.6,1.4,4.4,5.5
121,영월,Apr-24,15,59,40.2,1.2,5.2,15.3
121,영월,May-24,17,65,114.7,1.1,4,20.1
121,영월,Jun-24,22.2,68,143.6,1,4.6,27
121,영월,Jul-24,25,83,495.3,0.9,7.3,25.9
121,영월,Aug-24,26.8,78,58.6,1,4.3,31.8
121,영월,Sep-24,23.1,78,177.4,1,6.1,25.5
121,영월,Oct-24,14.6,82,120.5,0.8,6.3,15.9
121,영월,Nov-24,8.3,74,31.2,0.9,4.6,7.8
121,영월,Dec-24,-0.5,59,2.1,1.2,3.5,0
121,영월,Jan-25,-2.7,65,15.2,1,4.5,-0.9
121,영월,Feb-25,-2.7,54,6.8,1.4,2.4,0.8
121,영월,Mar-25,6.1,57,49.1,1.5,5,7.4
121,영월,Apr-25,12.5,59,65.7,1.7,4.2,15.8
121,영월,May-25,16,70,103.3,1.4,5.6,20.1
121,영월,Jun-25,22.4,75,138.6,1.1,6.2,27.4
121,영월,Jul-25,26.3,79,149,1.2,5.2,31.2
121,영월,Aug-25,26.2,82,80.3,1.1,5.9,30.1
121,영월,Sep-25,21.4,85,234.2,1.1,7.4,23.9
121,영월,Oct-25,14.9,84,146.3,1.1,7.1,16.8
121,영월,Nov-25,6,69,12.8,1.2,3.3,7.1
121,영월,Dec-25,-0.6,69,20.5,1.4,4.5,0.6
121,영월,Jan-26,-5,59,15.2,1.6,3.2,-2.8
121,영월,Feb-26,0.2,61,6.9,1.5,3.7,1.6
121,영월,Mar-26,6.3,60,32.7,1.5,4.3,8.3
121,영월,Apr-26,13.1,57,53.8,1.6,5,16.3
121,영월,May-26,,,15.5,,,
127,충주,May-22,17.8,56,8.6,1.5,3.9,24.2
127,충주,Jun-22,22.9,70,219,1.5,6.3,27.2
127,충주,Jul-22,26,81,350.5,1.3,6.5,28
127,충주,Aug-22,25,82,457.3,1.1,7.3,26.8
127,충주,Sep-22,20.5,76,102,1.2,6.3,23.6
127,충주,Oct-22,12.7,78,96.5,1.1,5.1,15.7
127,충주,Nov-22,7.6,73,79.5,0.9,4,8.5
127,충주,Dec-22,-4.8,70,18.8,0.9,4.4,-0.2
127,충주,Jan-23,-3.1,69,23,1,3.6,-1
127,충주,Feb-23,0.9,63,3.3,1,3.8,1.6
127,충주,Mar-23,8.6,51,16.7,1.3,3.4,9.3
127,충주,Apr-23,13,57,32.1,1.6,5.3,14.8
127,충주,May-23,18.4,62,123.8,1.4,5.5,22.5
127,충주,Jun-23,22.8,71,239.6,1.3,5.9,27.3
127,충주,Jul-23,25.9,81,554.2,1.1,6.7,28.5
127,충주,Aug-23,26.5,78,248,1.2,6.3,30.2
127,충주,Sep-23,22.4,79,242.5,1.1,6.1,25.8
127,충주,Oct-23,13,79,31.3,0.8,4.5,15.9
127,충주,Nov-23,6,68,50.8,1.5,3.6,8
127,충주,Dec-23,0.3,73,96.3,1.4,4.3,2.1
127,충주,Jan-24,-1.2,72,34.6,1.3,3.6,0.7
127,충주,Feb-24,3.1,74,86.6,1.4,6.6,4.2
127,충주,Mar-24,6.1,59,50.8,1.7,4.4,7.7
127,충주,Apr-24,15.5,61,59,1.4,5.2,16.7
127,충주,May-24,17.7,65,128.7,1.5,3.9,20.8
