
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
803,2012-12-05,2020-12-04,옥산,경상북도 의성군 옥산면 구성리,안동기상대(136),36.3947,128.8115,219.79,,,,
803,2011-03-11,2012-12-05,송생,경상북도 청송군 청송읍 송생리,안동기상대(136),36.3914,129.0795,208.73,,,,
803,2007-07-31,2011-03-11,청송,경상북도 청송군 청송읍 송생리,안동기상대(136),36.420,129.070,210,,,,
803,1998-07-01,2007-07-31,청송,경상북도 청송군 청송읍 송생리,안동기상대(136),36.420,129.070,210,,,,
803,1990-04-02,1998-07-01,청송,경상북도 청송군 청송읍 송생리,울진기상대(130),36.420,129.070,180,,,,
804,2022-10-01,,청하,경상북도 포항시북구 청하면 미남리,포항기상대(138),36.1906,129.3392,37.23,,,10.000,
804,2016-12-21,2022-09-30,청하,경상북도 포항시북구 청하면 미남리,포항기상대(138),36.1906,129.3392,37.23,,,,
804,1990-08-27,2016-12-21,청하,경상북도 포항시북구 청하면 덕성리,포항기상대(138),36.1996,129.338,59.93,,,,
805,2020-10-10,,죽장,경상북도 포항시북구 죽장면 방흥리,포항기상대(138),36.1793,129.0943,227.04,,,10.000,
805,2014-08-27,2020-10-10,죽장,경상북도 포항시북구 죽장면 방흥리,포항기상대(138),36.1793,129.0943,227.04,,,,
805,1990-07-04,2014-08-27,죽장,경상북도 포항시북구 죽장면 입암리,포항기상대(138),36.1602,129.0958,223.38,,,,
806,2022-09-27,,선산,경상북도 구미시 선산읍 이문리,대구(구 143),36.2334,128.2903,41.05,,,10.000,
806,2017-08-25,2022-09-26,선산,경상북도 구미시 선산읍 이문리,대구(구 143),36.2334,128.2903,41.05,,,,
806,2015-07-13,2017-08-25,선산,경상북도 구미시 선산읍 이문리,대구(구 143),36.2334,128.2903,38.37,,,,
806,1990-06-30,2015-07-13,선산,경상북도 구미시 선산읍 이문리,구미기상대(279),36.2334,128.2903,38.37,,,,
807,2023-11-30,,의흥,대구광역시 군위군 수서리,대구(구 143),36.1797,128.6932,114.26,,,10.000,
807,2022-10-26,2023-11-30,의흥,경상북도 군위군 의흥면 수서리,대구(구 143),36.1797,128.6932,114.26,,,,
807,2017-08-25,2022-10-25,의흥,경상북도 군위군 의흥면 수서리,대구(구 143),36.1797,128.6932,114.26,,,,
807,2015-07-13,2017-08-25,의흥,경상북도 군위군 의흥면 수서리,대구(구 143),36.1794,128.6931,112,,,,
807,2012-09-07,2015-07-13,의흥,경상북도 군위군 의흥면 수서리,구미기상대(279),36.1794,128.6931,112,,,,
807,2010-11-19,2012-09-07,의흥,경상북도 군위군 의흥면 읍내리,구미기상대(279),36.1759,128.7151,128.72,,,,
807,1998-07-01,2010-11-19,의흥,경상북도 군위군 의흥면 읍내리,구미기상대(279),36.172,128.7261,129,,,,
807,1991-03-08,1998-07-01,의흥,경상북도 군위군 의흥면 읍내리,안동기상대(136),36.172,128.7261,124,,,,
808,2025-09-23,,호미곶,경상북도 포항시 남구 호미곶면 대보리,포항기상대(138),36.076,129.5667,11.41,,,10.000,
808,2023-11-01,2025-09-23,호미곶,경상북도 포항시 남구 호미곶면 대보리,포항기상대(138),36.076,129.5667,11.41,,,,
808,2012-11-23,2023-11-01,호미곶,경상북도 포항시 남구 호미곶면 대보리,포항기상대(138),36.076,129.5667,11.41,,,,
808,1990-09-11,2012-11-23,호미곶,경상북도 포항시 남구 호미곶면 대보리,포항기상대(138),36.0774,129.5694,9.38,,,,
809,2024-10-05,,대덕,경상북도 김천시 대덕면 중산리,대구(구 143),35.9354,127.9792,205.1,,,10.000,
809,2017-08-25,2024-10-05,대덕,경상북도 김천시 대덕면 중산리,대구(구 143),35.9354,127.9792,205.1,,,,
809,2016-12-21,2017-08-25,대덕,경상북도 김천시 대덕면 중산리,대구(구 143),35.9354,127.9792,233.4,,,,
809,2015-07-13,2016-12-21,대덕,경상북도 김천시 대덕면 관기리,대구(구 143),35.9179,127.9689,235.7,,,,
809,1990-06-29,2015-07-13,대덕,경상북도 김천시 대덕면 관기리,구미기상대(279),35.9179,127.9689,235.7,,,,
810,2024-10-03,,성주,경상북도 성주군 성주읍 삼산리,대구(구 143),35.9255,128.2985,39.43,,,10.000,
810,2017-08-25,2024-10-03,성주,경상북도 성주군 성주읍 삼산리,대구(구 143),35.9255,128.2985,34.22,,,,
810,2015-07-13,2017-08-25,성주,경상북도 성주군 성주읍 삼산리,대구(구 143),35.9253,128.2978,33,,,,
810,2012-09-05,2015-07-13,성주,경상북도 성주군 성주읍 삼산리,구미기상대(279),35.9253,128.2978,33,,,,
810,2010-07-20,2012-09-04,성주,경상북도 성주군 대가면 옥성리,구미기상대(279),35.9151,128.2537,48.28,,,,
810,1990-06-29,2010-07-20,성주,경상북도 성주군 대가면 옥성리,구미기상대(279),35.930,128.280,49,,,,
811,2022-10-11,,황성,경상북도 경주시 황성동,포항기상대(138),35.863,129.2093,32.36,,,10.000,
811,2018-11-11,2022-10-11,황성,경상북도 경주시 황성동,포항기상대(138),35.863,129.2093,32.36,,,,
811,2011-03-11,2018-11-11,황성,경상북도 경주시 황성동,포항기상대(138),35.863,129.2093,32.36,,,,
811,2010-12-14,2011-03-11,경주,경상북도 경주시 황성동,포항기상대(138),35.863,129.2093,33.58,,,,
811,2000-03-03,2010-12-14,경주,경상북도 경주시 북부동,포항기상대(138),35.850,129.2167,51,,,,
811,1990-08-13,2000-03-03,경주,경상북도 경주시 북군동,포항기상대(138),35.8636,129.2268,28,,,,
812,2025-09-21,,고령,경상북도 고령군 고령읍 내곡리,대구(구 143),35.696,128.2821,41.19,,,10.000,
812,2013-01-01,2025-09-21,고령,경상북도 고령군 고령읍 내곡리,대구(구 143),35.696,128.2821,41.19,,,,
812,2005-11-07,2013-01-01,고령,경상북도 고령군 고령읍 내곡리,대구(구 143),35.696,128.2821,41.45,,,,
812,1998-07-01,2005-11-07,고령,경상북도 고령군 고령읍 내곡리,대구(구 143),35.730,128.270,50,,,,
812,1990-06-28,1998-07-01,고령,경상북도 고령군 고령읍 내곡리,진주기상대(192),35.730,128.270,50,,,,
813,2022-10-12,,청도,경상북도 청도군 화양읍 송북리,대구(구 143),35.654,128.7318,77.53,,,10.000,
813,2009-11-11,2022-10-12,청도,경상북도 청도군 화양읍 송북리,대구(구 143),35.654,128.7318,77.53,,,10.000,
813,1990-06-28,2009-11-11,청도,경상북도 청도군 화양읍 범곡리,대구(구 143),35.650,128.730,88,,,,
814,2023-11-01,,부석,경상북도 영주시 부석면 소천리,안동기상대(136),36.9792,128.661,302.79,,,10.000,
814,2021-10-15,2023-11-01,부석,경상북도 영주시 부석면 소천리,안동기상대(136),36.9792,128.661,302.79,,,,
814,2012-11-21,2021-10-15,부석,경상북도 영주시 부석면 소천리,안동기상대(136),36.9792,128.661,302.79,,,,
814,1991-10-12,2012-11-21,부석,경상북도 영주시 부석면 소천리,안동기상대(136),36.9789,128.6541,294.44,,,,
815,2023-11-02,,예천,경상북도 예천군 예천읍 동본리,안동기상대(136),36.660,128.4646,102.13,,,10.000,
815,2020-12-04,2023-11-02,예천,경상북도 예천군 예천읍 동본리,안동기상대(136),36.660,128.4646,102.13,,,,
815,2015-07-13,2020-12-04,예천,경상북도 예천군 예천읍 동본리,대구(구 143),36.660,128.4646,102.13,,,,
815,1991-10-10,2015-07-13,예천,경상북도 예천군 예천읍 동본리,상주기상대(137),36.660,128.4644,100.89,,,,
816,2023-11-04,,구룡포,경상북도 포항시남구 구룡포읍 병포리,포항기상대(138),35.9831,129.5475,42.37,,,10.000,
816,2011-10-12,2023-11-04,구룡포,경상북도 포항시남구 구룡포읍 병포리,포항기상대(138),35.9831,129.5475,42.37,,,,
816,1991-11-02,2011-10-12,장기,경상북도 포항시남구 장기면 읍내리,포항기상대(138),35.8959,129.4932,23.47,,,,
817,2023-11-01,,수비,(산지)경상북도 영양군 수비면 수하리,안동기상대(136),36.7827,129.2212,381.39,,,10.000,
817,2015-07-13,2023-11-01,수비,(산지)경상북도 영양군 수비면 수하리,안동기상대(136),36.7827,129.2212,383.62,,,,
817,2012-12-31,2015-07-13,수비,(산지)경상북도 영양군 수비면 수하리,울진기상대(130),36.7827,129.2214,390,,,,
817,1998-07-01,2012-12-27,수비,(산지)경상북도 영양군 수비면 발리리,울진기상대(130),36.7655,129.210,415,,,,
817,1992-11-03,1998-07-01,수비,(산지)경상북도 영양군 수비면 발리리,안동기상대(136),36.7655,129.210,440,,,,
818,2021-10-15,,마성,경상북도 문경시 마성면 외어리,안동기상대(136),36.7078,128.1479,217.28,,,10.000,
818,2020-12-04,2021-10-15,마성,경상북도 문경시 마성면 외어리,안동기상대(136),36.7078,128.1479,217.28,,,,
818,2015-07-13,2020-12-04,마성,경상북도 문경시 마성면 외어리,대구(구 143),36.7078,128.1479,217.28,,,,
818,2012-07-09,2015-07-13,마성,경상북도 문경시 마성면 외어리,상주기상대(137),36.7074,128.1476,230,,,,
818,2007-08-10,2012-07-09,문경읍,경상북도 문경시 문경읍 상리,상주기상대(137),36.7373,128.1069,181.18,,,,
818,1992-11-07,2007-08-10,문경읍,경상북도 문경시 문경읍 상리,상주기상대(137),36.7309,128.1114,183,,,,
819,2021-10-15,,예안,경상북도 안동시 예안면 정산리,안동기상대(136),36.6588,128.8864,203.21,,,10.000,
819,2020-01-03,2021-10-15,예안,경상북도 안동시 예안면 정산리,안동기상대(136),36.6588,128.8864,203.21,,,,
819,2011-09-21,2020-01-03,예안,경상북도 안동시 예안면 정산리,안동기상대(136),36.6588,128.8864,203.21,,,,
819,2007-08-07,2011-09-21,예안,경상북도 안동시 예안면 정산리,안동기상대(136),36.6613,128.8852,210.92,,,,
819,1992-11-03,2007-08-07,예안,경상북도 안동시 예안면 정산리,안동기상대(136),36.6605,128.8884,212,,,,
820,2012-11-20,,하회,경상북도 안동시 풍천면 하회리,안동기상대(136),36.5482,128.5267,75.76,,,10.000,
820,2007-07-27,2012-11-20,풍천,경상북도 안동시 풍천면 갈전리,안동기상대(136),36.5562,128.5065,92.92,,,,
820,1992-11-03,2007-07-27,풍천,경상북도 안동시 풍천면 갈전리,안동기상대(136),36.5538,128.5086,93,,,,
821,2024-09-26,,공성,경상북도 상주시 공성면 장동리,대구(구 143),36.2819,128.0739,91.11,,,10.000,
821,2015-07-13,2024-09-26,공성,경상북도 상주시 공성면 장동리,대구(구 143),36.2819,128.0739,91.11,,,,
821,2011-07-02,2015-07-13,공성,경상북도 상주시 공성면 장동리,상주기상대(137),36.2819,128.0739,94,,,,
821,2007-08-14,2011-07-02,공성,경상북도 상주시 공성면 옥산리,상주기상대(137),36.2835,128.0925,95.9,,,,
821,2002-12-02,2007-08-14,옥산,경상북도 상주시 공성면 옥산리,상주기상대(137),36.280,128.100,96,,,,
821,1992-11-03,2002-12-02,옥산,경상북도 상주시 공성면 옥산리,안동기상대(136),36.280,128.100,80,,,,
822,2023-12-02,,김천,경상북도 김천시 덕곡동,대구(구 143),36.1199,128.1552,79.24,,,10.000,
822,2015-07-13,2023-12-02,김천,경상북도 김천시 구성면 하강리,대구(구 143),36.0813,128.1017,84.16,,,,
822,2010-06-29,2015-07-13,김천,경상북도 김천시 구성면 하강리,구미기상대(279),36.0813,128.1016,83.32,,,,
822,2007-08-16,2010-06-29,김천,경상북도 김천시 신음동,구미기상대(279),36.130,128.130,72,,,,
822,1992-10-26,2007-08-16,김천,경상북도 김천시 신음동,상주기상대(137),36.130,128.130,72,,,,
823,2023-11-30,,군위,대구광역시 군위군 내량리,대구(구 143),36.2493,128.5558,81.56,,,10.000,
823,2020-03-03,2023-11-30,군위,경상북도 군위군 군위읍 내량리,대구(구 143),36.2493,128.5558,81.56,,,,
823,2015-07-13,2020-03-03,군위,경상북도 군위군 군위읍 내량리,대구(구 143),36.2493,128.5558,81.56,,,,
823,2010-07-29,2015-07-13,군위,경상북도 군위군 군위읍 내량리,구미기상대(279),36.2493,128.5558,82.41,,,,
823,2007-07-25,2010-07-29,군위,경상북도 군위군 군위읍 서부리,구미기상대(279),36.230,128.570,101,,,,
823,1992-12-07,2007-07-25,군위,경상북도 군위군 군위읍 서부리,안동기상대(136),36.230,128.570,101,,,,
824,2020-10-23,,가산,경상북도 칠곡군 가산면 학상리,대구(구 143),36.0956,128.5001,114.95,,,10.000,
824,2020-01-03,2020-10-23,가산,경상북도 칠곡군 가산면 학상리,대구(구 143),36.0956,128.5001,116,,,,
824,2015-07-13,2020-01-03,가산,경상북도 칠곡군 가산면 학상리,대구(구 143),36.0956,128.5001,116,,,,
824,2014-09-19,2015-07-13,가산,경상북도 칠곡군 가산면 학상리,구미기상대(279),36.0956,128.5001,116,,,,
824,2007-08-20,2014-09-19,가산,경상북도 칠곡군 가산면 학상리,구미기상대(279),36.086,128.539,121.63,,,,
824,1992-11-05,2007-08-20,가산,경상북도 칠곡군 가산면 천평리,구미기상대(279),36.0831,128.544,120,,,,
825,2015-07-13,,칠곡,경상북도 칠곡군 약목면 동안리,대구(구 143),36.0398,128.3813,29.79,,,10.000,
825,2010-12-09,2015-07-13,칠곡,경상북도 칠곡군 약목면 동안리,구미기상대(279),36.0368,128.3835,29.43,,,,
825,2007-08-17,2010-12-09,칠곡,경상북도 칠곡군 약목면 동안리,구미기상대(279),36.0386,128.3833,27.63,,,,
825,1992-11-04,2007-08-17,약목,경상북도 칠곡군 약목면 동안리,대구(구 143),35.890,128.400,28,,,,
826,2020-12-04,,신녕,경상북도 영천시 신녕면 화성리,대구(구 143),36.0471,128.790,130.98,,,10.000,
826,2018-10-01,2020-12-04,신녕,경상북도 영천시 신녕면 화성리,포항기상대(138),36.0471,128.790,130.98,,,,
826,2011-07-01,2018-10-01,신령,경상북도 영천시 신녕면 화성리,포항기상대(138),36.0441,128.7923,126.24,,,,
826,2007-08-24,2011-06-30,신령,경상북도 영천시 신녕면 완전리,포항기상대(138),36.0454,128.7896,137.06,,,,
826,1992-11-04,2007-08-24,신령,경상북도 영천시 신녕면 완전리,대구(구 143),36.0414,128.7932,122,,,,
827,2012-12-04,,경산,경상북도 경산시 중방동,대구(구 143),35.8243,128.743,61.21,,,10.000,
827,2007-08-22,2012-12-04,경산,경상북도 경산시 중방동,대구(구 143),35.8251,128.7416,77.09,,,,
827,1997-08-22,2007-08-22,경산,경상북도 경산시 중방동,대구(구 143),35.8167,128.7333,78,,,,
827,1992-11-05,1997-08-22,경산,경상북도 경산시 중방동,대구(구 143),35.8163,128.7394,60,,,,
828,2023-11-01,,달성,대구광역시 달성군 다사읍 문산리,대구(구 143),35.6902,128.4238,24.93,,,10.000,
828,2017-08-25,2023-11-01,달성,대구광역시 달성군 다사읍 문산리,대구(구 143),35.6902,128.4238,24.93,,,,
828,2015-12-24,2017-08-25,달성,대구광역시 달성군 다사읍 문산리,대구(구 143),35.6906,128.4233,17,,,,
828,2011-12-13,2015-12-24,달성,대구광역시 달성군 다사읍 문산리,대구(구 143),35.6906,128.4233,17,,,,
828,2007-08-27,2011-12-13,달성,대구광역시 달성군 다사읍 문산리,대구(구 143),35.6973,128.4476,36.1,,,,
828,1992-11-04,2007-08-27,현풍,대구광역시 달성군 다사읍 문산리,대구(구 143),35.700,128.450,36,,,,
829,2022-10-18,,외동,경상북도 경주시 외동읍 입실리,포항기상대(138),35.7121,129.3182,72.92,,,10.000,
829,2012-05-03,2022-10-18,외동,경상북도 경주시 외동읍 입실리,포항기상대(138),35.7121,129.3182,72.92,,,,
829,1992-11-12,2012-05-03,외동,경상북도 경주시 외동읍 입실리,포항기상대(138),35.7176,129.3271,107.73,,,,
830,2020-10-09,,기계,경상북도 포항시북구 기계면 현내리,포항기상대(138),36.0689,129.1996,45.06,,,10.000,
830,2013-05-30,2020-10-09,기계,경상북도 포항시북구 기계면 현내리,포항기상대(138),36.0689,129.1996,45.06,,,,
830,1993-05-06,2013-05-30,기계,경상북도 포항시북구 기계면 현내리,포항기상대(138),36.0706,129.2064,53.58,,,,
831,2015-07-13,,석포,(산지)경상북도 봉화군 석포면 대현리,안동기상대(136),37.0401,128.9971,663.05,,,10.000,
831,2011-12-21,2015-07-13,석포,(산지)경상북도 봉화군 석포면 대현리,울진기상대(130),37.0401,128.9976,674,,,,
831,2007-07-20,2011-12-21,석포,(산지)경상북도 봉화군 석포면 석포리,울진기상대(130),37.0486,129.0651,495.76,,,,
831,1998-07-01,2007-07-20,석포,(산지)경상북도 봉화군 석포면 석포리,울진기상대(130),37.0435,129.0697,496,,,,
831,1993-09-15,1998-07-01,석포,(산지)경상북도 봉화군 석포면 석포리,안동기상대(136),37.0435,129.0697,550,,,,
832,2024-09-28,,단북,경상북도 의성군 단북면 노연리,대구(구 143),36.3907,128.4286,67,,,10.000,
832,2020-12-04,2024-09-28,단북,경상북도 의성군 단북면 노연리,대구(구 143),36.3907,128.4286,67,,,,
832,2020-08-05,2020-12-04,단북,경상북도 의성군 단북면 노연리,안동기상대(136),36.3907,128.4286,67,,,10.000,
832,2013-11-24,2020-08-05,안계,경상북도 의성군 안계면 용기리,안동기상대(136),36.3835,128.4337,59.28,,,,
832,2011-08-23,2013-11-23,안계,경상북도 의성군 안계면 용기리,안동기상대(136),36.3869,128.4397,61,,,,
832,2007-07-27,2011-08-23,안계,경상북도 의성군 안계면 용기리,안동기상대(136),36.3839,128.4401,61.29,,,,
832,1993-09-10,2007-07-27,안계,경상북도 의성군 안계면 용기리,안동기상대(136),36.380,128.430,61,,,,
833,2020-01-03,,은척,경상북도 상주시 은척면 남곡리,대구(구 143),36.5383,128.0419,174.74,,,10.000,
833,2015-07-13,2020-01-03,은척,경상북도 상주시 은척면 남곡리,대구(구 143),36.5383,128.0419,174.74,,,,
